selected,threadId,enabled,operation
1,1,4,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
2,2,4,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
3,3,4,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
2,2,4,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
3,3,4,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
3,3,4,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
3,3,4,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,0,3,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,1,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,2,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,1,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
