selected,threadId,enabled,operation
2,2,6,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
5,5,6,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
2,2,6,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,4,6,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
0,0,6,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
3,3,6,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
0,0,6,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
4,5,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
3,4,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,5,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,5,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,2,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,5,5,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
3,4,4,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,2,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,3,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
1,3,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,4,3,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,3,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,3,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
