selected,threadId,enabled,operation
0,0,5,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
4,4,5,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
2,2,5,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
3,3,5,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
3,3,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,4,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,4,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,1,5,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
4,4,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,0,5,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
3,4,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,1,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,2,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,1,3,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,2,3,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,3,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,3,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
