selected,threadId,enabled,operation
1,1,3,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
0,0,3,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,3,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ThreadStartOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,1,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ThreadResumeOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
